taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
C,84992,          Acidimicrobiia,0.11,0.12,0.14,0.26,0.22,0.22,0.26,0.26,0.28,0.37,0.34,0.33,0.7,0.7,0.68,0.08,0.07,0.09,0.22,0.22,0.19,0.21,0.22,0.2,0.29,0.28,0.26,0.1,0.09,0.12,0.19,0.15,0.2,0.2,0.21,0.23,0.27,0.26,0.27,0.22,0.22,0.19,0.21
O,84993,            Acidimicrobiales,0.11,0.11,0.14,0.25,0.22,0.22,0.26,0.26,0.28,0.37,0.34,0.33,0.7,0.7,0.67,0.08,0.07,0.09,0.22,0.22,0.19,0.21,0.22,0.2,0.29,0.28,0.26,0.1,0.09,0.12,0.19,0.15,0.2,0.2,0.21,0.23,0.27,0.26,0.27,0.22,0.22,0.19,0.21
C,84995,          Rubrobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,84996,            Rubrobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,84998,          Coriobacteriia,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.01,0.01,0.04,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0
O,84999,            Coriobacteriales,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,85001,            Sphaerobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,85004,            Bifidobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,85006,            Micrococcales,2.71,3.39,3.65,1.82,1.15,1.18,1.8,1.3,0.92,1.48,1.61,1.59,5.0,4.74,4.11,2.83,2.44,3.16,1.56,1.13,0.87,0.91,0.77,0.67,0.91,0.92,0.81,5.53,5.44,5.39,1.72,0.97,1.01,1.19,1.1,1.08,1.3,1.31,1.26,1.23,1.3,1.7,1.94
O,85007,            Mycobacteriales,0.43,0.59,0.61,0.78,1.07,0.96,1.16,1.0,0.67,0.99,1.14,1.17,0.62,0.63,0.45,0.22,0.18,0.27,0.44,0.4,0.26,0.44,0.36,0.32,0.52,0.5,0.47,0.27,0.26,0.37,0.56,0.31,0.49,0.52,0.51,0.58,0.74,0.73,0.81,0.36,0.48,0.35,0.66
O,85008,            Micromonosporales,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.09,0.08,0.09,0.17,0.16,0.2,0.02,0.02,0.02,0.03,0.04,0.03,0.04,0.04,0.04,0.08,0.07,0.06,0.03,0.02,0.03,0.04,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.05,0.05,0.04,0.04
O,85009,            Propionibacteriales,3.98,4.54,4.78,2.96,2.61,2.65,3.34,2.93,2.12,2.85,2.96,3.07,4.34,4.38,4.22,3.98,3.16,4.1,2.46,1.93,1.37,1.69,1.54,1.2,1.7,1.66,1.64,7.78,7.1,8.09,3.22,2.43,2.39,2.44,2.22,2.29,2.34,2.22,2.16,2.06,2.2,3.02,3.1
O,85010,            Pseudonocardiales,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.06,0.06,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02
O,85011,            Kitasatosporales,0.08,0.1,0.1,0.11,0.14,0.13,0.17,0.16,0.15,0.23,0.24,0.24,0.59,0.63,0.59,0.05,0.04,0.05,0.08,0.09,0.07,0.09,0.1,0.08,0.15,0.14,0.14,0.08,0.07,0.09,0.1,0.07,0.11,0.12,0.11,0.12,0.16,0.17,0.18,0.09,0.1,0.09,0.11
O,85012,            Streptosporangiales,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.02,0.02,0.05,0.05,0.04,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01
O,85013,            Frankiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,85014,            Glycomycetales,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,
P1,89593,                  Craniata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C,91061,          Bacilli,0.87,0.82,0.82,0.16,0.16,0.15,0.36,0.27,0.29,0.7,0.53,0.63,2.29,1.95,2.06,1.3,1.0,0.74,0.18,0.18,0.15,0.16,0.19,0.14,0.26,0.39,0.23,3.08,2.75,1.54,0.29,0.12,0.2,0.18,0.18,0.29,0.25,0.26,0.27,0.23,0.25,0.18,0.21
O,91347,            Enterobacterales,0.16,0.13,0.17,0.24,0.27,0.49,0.44,0.6,0.35,0.72,0.76,1.22,2.44,2.45,2.4,0.12,0.12,0.08,0.31,0.21,0.45,0.35,0.6,0.42,0.5,0.44,0.38,0.07,0.09,0.15,0.51,0.34,0.37,0.49,0.61,0.7,0.47,1.05,0.65,0.36,0.4,0.27,0.36
O,94695,              Methanosarcinales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,95818,          Candidatus Saccharimonadota,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,0.0
R5,95901,          Candidatus Babelota,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,0.0
P4,117570,                        Teleostomi,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P5,117571,                          Euteleostomi,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C,117743,              Flavobacteriia,1.21,1.44,1.66,1.42,1.37,1.28,0.68,0.73,1.37,1.19,1.04,1.07,2.86,2.66,2.48,1.17,1.54,1.47,1.67,1.39,1.65,0.66,0.45,0.93,0.53,0.58,0.94,10.43,12.16,10.78,6.5,5.08,3.43,2.37,2.12,1.57,1.23,1.26,1.12,0.71,0.72,4.19,3.55
C,117747,              Sphingobacteriia,0.05,0.06,0.06,0.08,0.1,0.13,0.08,0.16,0.12,0.32,0.27,0.24,0.02,0.03,0.02,0.04,0.06,0.03,0.04,0.11,0.13,0.08,0.37,0.08,0.08,0.12,0.12,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.07,0.06,0.02,0.02
C,118001,          Chrysiogenia,,,,,,,,,,,0.01,,0.01,0.01,0.01,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,
O,118964,            Deinococcales,0.21,0.25,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.12,0.12,0.12,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.12,0.11,0.13,0.04,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04
O,118969,            Legionellales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,119069,            Hydrogenophilales,,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,
R1,131567,  cellular organisms,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
O,134621,              Limisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,134625,          Kiritimatiellota,,0.01,,0.01,,0.01,0.02,0.02,,0.02,,,0.05,0.06,0.05,,,,0.0,,0.01,0.01,0.01,,,,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.02,0.01,,0.01,0.01
O,135613,            Chromatiales,0.01,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.03,0.05,0.06,0.06,0.09,0.08,0.09,0.0,0.0,0.0,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.02,0.03
O,135614,            Lysobacterales,8.61,8.12,5.59,8.59,6.08,6.09,3.74,2.58,2.5,2.05,2.16,1.99,1.45,1.45,1.42,20.34,16.1,15.79,9.07,10.6,9.28,6.54,6.25,5.67,4.87,4.76,5.14,16.91,15.63,12.48,7.87,8.5,7.33,7.48,6.48,6.69,5.22,5.34,4.91,6.48,6.6,7.78,7.19
O,135615,            Cardiobacteriales,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0
O,135618,            Methylococcales,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.05,0.04,0.24,0.24,0.26,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.01,0.02,0.04
O,135619,            Oceanospirillales,0.0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.05,0.05,0.05,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01
O,135622,            Alteromonadales,0.13,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.87,0.02,0.0,0.01,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
O,135623,            Vibrionales,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.01,0.01,0.01,0.01,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,135624,            Aeromonadales,0.02,0.04,0.02,0.07,0.04,0.08,0.16,0.08,0.01,0.16,0.06,0.02,0.12,0.14,0.28,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.03,0.1,0.01,0.03,0.01,0.05,0.06,0.05,0.11,0.06,0.02,0.02,0.06,0.05,0.08,0.02,0.07,0.03,0.01,0.02,0.03
O,135625,            Pasteurellales,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,142182,          Gemmatimonadota,0.03,0.05,0.05,0.08,0.11,0.11,0.16,0.14,0.09,0.15,0.17,0.17,0.15,0.15,0.16,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
O,171549,                Bacteroidales,0.03,0.03,0.03,0.08,0.13,0.12,0.1,0.02,0.03,0.05,0.02,0.03,0.05,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.03,0.02,0.01,0.02,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.0
P1,171558,              Bacteroidota incertae sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,
C,183925,            Methanobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,183963,            Halobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,183967,          Thermoplasmata,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,0.0
C,183968,          Thermococci,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,
C,186801,          Clostridia,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.05,0.03,0.04,0.11,0.07,0.09,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.04,0.01
O,186802,            Eubacteriales,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.02,0.06,0.02,0.05,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
O,186826,            Lactobacillales,0.02,0.03,0.03,0.04,0.05,0.05,0.24,0.0,0.01,0.02,0.01,0.01,0.4,0.15,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.09,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.01,0.01,0.0,0.01,0.01
C,187857,          Aquificia,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,
C,188708,          Thermotogae,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
O,188710,            Thermodesulfobacteriales,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,
C,188787,          Deinococci,0.21,0.25,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.12,0.12,0.12,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.12,0.11,0.13,0.04,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.04
O,189769,            Chrysiogenales,,,,,,,,,,,0.01,,0.01,0.01,0.01,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,
C,189775,          Thermomicrobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,189776,            Thermomicrobiales,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,
O,189778,            Nitrospirales,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.08,0.09,0.09,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04
O,191393,            Deferribacterales,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,
C,191410,              Chlorobiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,191411,                Chlorobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,200643,              Bacteroidia,0.03,0.03,0.03,0.08,0.13,0.12,0.1,0.02,0.03,0.05,0.02,0.03,0.05,0.02,0.02,0.0,0.01,0.0,0.02,0.04,0.04,0.03,0.01,0.02,0.03,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0.0
O,200644,                Flavobacteriales,1.21,1.44,1.66,1.42,1.37,1.28,0.68,0.73,1.37,1.19,1.04,1.07,2.86,2.66,2.48,1.17,1.54,1.47,1.67,1.39,1.65,0.66,0.45,0.93,0.53,0.58,0.94,10.43,12.16,10.78,6.5,5.08,3.43,2.37,2.12,1.57,1.23,1.26,1.12,0.71,0.72,4.19,3.55
O,200666,                Sphingobacteriales,0.05,0.06,0.06,0.08,0.1,0.13,0.08,0.16,0.12,0.32,0.27,0.24,0.02,0.03,0.02,0.04,0.06,0.03,0.04,0.11,0.13,0.08,0.37,0.08,0.08,0.12,0.12,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.07,0.06,0.02,0.02
P,200783,        Aquificota,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,
P,200795,        Chloroflexota,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
P,200918,        Thermotogota,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
P,200930,        Deferribacterota,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,
P,200938,        Chrysiogenota,,,,,,,,,,,0.01,,0.01,0.01,0.01,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,
P,200940,        Thermodesulfobacteriota,0.01,0.02,0.02,0.04,0.07,0.08,0.1,0.07,0.06,0.07,0.1,0.09,0.33,0.39,0.34,0.0,0.0,0.01,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.04,0.02,0.01,0.01,0.02,0.03,0.02,0.04,0.04,0.05,0.05,0.06,0.06,0.08,0.02,0.03,0.02,0.05
P,201174,        Actinomycetota,7.45,8.94,9.49,6.16,5.46,5.44,7.09,6.01,4.42,6.34,6.72,6.94,12.56,12.37,11.41,7.24,5.96,7.77,4.91,3.92,2.88,3.55,3.18,2.63,3.85,3.79,3.59,13.92,13.1,14.25,6.03,4.09,4.41,4.76,4.44,4.61,5.19,5.06,5.09,4.18,4.53,5.54,6.32
C,203486,          Dictyoglomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
O,203487,            Dictyoglomales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
C,203490,          Fusobacteriia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
O,203491,            Fusobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
C,203494,            Verrucomicrobiia,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.09,0.08,0.08,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.07,0.08,0.09,0.07,0.07,0.06,0.06,0.07,0.07,0.02,0.02,0.06,0.05
P,203682,          Planctomycetota,0.21,0.26,0.27,0.16,0.2,0.2,0.21,0.21,0.18,0.26,0.28,0.27,0.49,0.49,0.48,0.11,0.11,0.11,0.12,0.15,0.11,0.13,0.13,0.11,0.17,0.18,0.16,0.09,0.08,0.11,0.13,0.11,0.13,0.14,0.14,0.13,0.17,0.17,0.18,0.15,0.15,0.12,0.14
