taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
O,1118,                Chroococcales,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01
O,1150,                Oscillatoriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,1161,              Nostocales,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
P,1224,        Pseudomonadota,88.27,86.15,85.33,88.65,88.65,88.87,87.6,89.35,90.8,86.98,86.81,86.54,75.9,76.63,77.64,89.13,90.26,88.77,90.72,91.35,92.31,93.23,93.61,94.04,92.39,92.18,92.56,71.49,70.92,72.03,84.84,88.68,89.45,90.28,90.59,90.96,90.13,90.28,90.18,92.5,92.01,88.18,87.35
C,1236,          Gammaproteobacteria,16.72,17.26,16.92,10.59,8.81,8.65,7.23,6.27,5.45,5.38,6.12,6.66,10.47,13.67,10.82,32.17,28.72,28.55,10.58,11.94,10.64,8.49,8.58,8.12,6.41,6.39,6.65,39.96,38.39,36.38,10.22,9.93,9.13,10.36,9.3,9.04,8.17,8.18,8.14,7.86,8.24,9.35,9.99
P,1239,        Bacillota,0.88,0.83,0.83,0.18,0.19,0.18,0.39,0.29,0.33,0.75,0.57,0.68,2.41,2.03,2.18,1.31,1.01,0.74,0.19,0.19,0.16,0.17,0.2,0.16,0.28,0.41,0.25,3.09,2.75,1.54,0.3,0.13,0.21,0.19,0.2,0.3,0.27,0.27,0.28,0.25,0.26,0.22,0.23
P,1297,        Deinococcota,0.21,0.25,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.12,0.12,0.12,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.12,0.11,0.13,0.04,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.04
O,1385,            Bacillales,0.85,0.79,0.79,0.12,0.11,0.1,0.12,0.27,0.29,0.68,0.51,0.62,1.89,1.8,2.02,1.3,0.99,0.74,0.17,0.17,0.14,0.15,0.18,0.14,0.25,0.3,0.23,3.08,2.75,1.52,0.28,0.12,0.19,0.17,0.17,0.29,0.22,0.25,0.25,0.22,0.25,0.17,0.21
C,1760,          Actinomycetes,7.29,8.74,9.26,5.78,5.11,5.07,6.64,5.55,4.0,5.75,6.15,6.35,11.14,10.97,10.03,7.12,5.86,7.63,4.61,3.61,2.62,3.22,2.85,2.35,3.42,3.36,3.19,13.76,12.95,14.05,5.72,3.85,4.09,4.38,4.06,4.2,4.69,4.58,4.57,3.84,4.19,5.25,5.95
O,2037,            Actinomycetales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2085,            Mycoplasmatales,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
R2,2157,    Archaea,0.05,0.07,0.07,0.11,0.19,0.13,0.16,0.13,0.09,0.14,0.15,0.15,0.13,0.13,0.15,0.01,0.01,0.01,0.03,0.04,0.02,0.04,0.04,0.02,0.05,0.05,0.03,0.01,0.02,0.02,0.04,0.02,0.03,0.03,0.04,0.02,0.05,0.05,0.05,0.03,0.05,0.02,0.05
O,2158,              Methanobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2191,              Methanomicrobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2235,              Halobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2258,            Thermococcales,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,
R3,2323,      Bacteria incertae sedis,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0
O,2419,            Thermotogales,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
R2,2759,    Eukaryota,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P,2836,            Bacillariophyta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K1,6072,          Eumetazoa,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P,7711,                Chordata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P2,7742,                    Vertebrata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P3,7776,                      Gnathostomata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P6,8287,                            Sarcopterygii,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C2,9347,                                        Eutheria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
O,9443,                                              Primates,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R1,10239,  Viruses,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,28211,          Alphaproteobacteria,64.26,58.43,58.4,60.09,58.62,59.28,52.95,59.86,67.1,55.54,52.83,52.06,12.83,13.39,13.07,53.03,57.62,55.58,66.69,65.88,69.76,69.81,71.57,73.06,68.92,68.09,70.91,27.07,27.6,28.52,54.06,64.35,61.27,60.11,60.36,62.2,57.9,57.67,56.28,71.68,68.6,63.86,55.33
C,28216,          Betaproteobacteria,7.28,10.45,10.01,17.96,21.22,20.93,27.41,23.22,18.24,26.05,27.85,27.81,52.58,49.55,53.73,3.93,3.91,4.65,13.45,13.53,11.91,14.93,13.45,12.86,17.06,17.69,14.99,4.45,4.93,7.14,20.55,14.4,19.04,19.82,20.93,19.72,24.06,24.42,25.75,12.96,15.17,14.97,22.03
C,28221,        Deltaproteobacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,28890,        Methanobacteriota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,29547,        Campylobacterota,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,31932,            Nitrosopumilales,0.04,0.07,0.07,0.08,0.14,0.13,0.12,0.12,0.08,0.12,0.14,0.14,0.11,0.12,0.13,0.01,0.01,0.01,0.03,0.04,0.01,0.04,0.03,0.02,0.04,0.05,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0.04,0.03,0.04,0.03,0.04,0.02,0.04
C,31969,          Mollicutes,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
O,32003,            Nitrosomonadales,0.19,0.36,0.25,0.34,0.42,0.44,0.6,0.52,0.31,0.49,0.69,0.66,1.22,1.25,1.25,0.06,0.03,0.05,0.17,0.15,0.08,0.17,0.15,0.1,0.22,0.23,0.2,0.13,0.12,0.19,0.3,0.14,0.21,0.27,0.29,0.3,0.41,0.41,0.47,0.13,0.23,0.13,0.37
C,32015,          Myxococcia,0.14,0.25,0.22,0.56,0.71,0.69,1.02,0.71,0.39,0.75,0.95,0.93,1.3,1.19,1.27,0.05,0.03,0.05,0.25,0.22,0.1,0.22,0.18,0.1,0.29,0.34,0.25,0.13,0.13,0.22,0.36,0.15,0.28,0.32,0.34,0.34,0.54,0.52,0.59,0.19,0.33,0.13,0.51
C,32061,          Chloroflexia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,32064,            Chloroflexales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,32066,        Fusobacteriota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
O,32069,            Aquificales,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,
P8,32523,                                Tetrapoda,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P9,32524,                                  Amniota,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C1,32525,                                      Theria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R3,33154,      Opisthokonta,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K,33208,        Metazoa,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K2,33213,            Bilateria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K3,33511,              Deuterostomia,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R4,33634,        Stramenopiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,33849,              Bacillariophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,33850,                Bacillariophycidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,38748,                  Naviculales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,40117,        Nitrospirota,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.09,0.09,0.09,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04
C,40674,                                    Mammalia,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.36,0.36,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.4,0.39,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
O,48461,              Verrucomicrobiales,0.02,0.01,0.02,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.08,0.08,0.08,0.02,0.02,0.02,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.07,0.08,0.09,0.07,0.07,0.06,0.06,0.06,0.06,0.02,0.02,0.06,0.04
O,51291,              Chlamydiales,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,
O,52604,              Pleurocapsales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,53433,            Halanaerobiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
O,54526,            Candidatus Pelagibacterales,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,,
P,57723,        Acidobacteriota,0.24,0.27,0.28,0.25,0.26,0.26,0.31,0.29,0.26,0.4,0.41,0.4,0.34,0.34,0.33,0.16,0.18,0.2,0.18,0.23,0.2,0.21,0.22,0.2,0.27,0.27,0.27,0.05,0.04,0.07,0.13,0.1,0.13,0.15,0.15,0.16,0.21,0.21,0.22,0.28,0.28,0.12,0.17
P,62680,          Fidelibacterota,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,
C,67799,          Thermodesulfobacteria,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,
P,67810,          Candidatus Bipolaricaulota,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
P,67818,        Atribacterota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
P,67819,        Armatimonadota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,68295,            Thermoanaerobacterales,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
P,68297,        Dictyoglomota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
K2,68336,          Bacteroidota/Chlorobiota group,1.67,1.91,2.21,2.52,2.79,2.66,1.43,1.57,2.28,2.49,2.14,2.19,3.15,2.95,2.74,1.39,1.84,1.72,2.58,2.98,3.33,1.51,1.52,1.88,1.52,1.54,1.82,10.55,12.3,10.91,7.07,5.84,4.24,3.02,2.89,2.3,1.96,1.98,1.86,1.49,1.38,4.75,3.98
C,68337,          Deferribacteres,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,
R3,68525,      delta/epsilon subdivisions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,68933,            Thermales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,69541,            Desulfuromonadales,0.0,0.0,0.0,0.01,0.03,0.03,0.04,0.01,0.03,0.02,0.04,0.03,0.07,0.12,0.07,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.0,0.02
O,72273,            Thiotrichales,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,72274,            Pseudomonadales,0.74,1.05,0.86,0.89,1.39,1.03,1.37,1.66,0.96,1.34,1.71,2.06,2.67,6.06,2.77,0.39,0.33,0.38,0.7,0.76,0.71,1.02,1.13,1.42,0.6,0.67,0.76,1.33,1.24,1.79,0.86,0.65,0.78,1.01,1.14,0.72,1.26,0.77,1.44,0.67,0.74,0.83,1.42
P,74152,        Elusimicrobiota,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,
P,74201,          Verrucomicrobiota,0.03,0.04,0.05,0.05,0.07,0.06,0.07,0.04,0.04,0.05,0.07,0.07,0.14,0.14,0.14,0.02,0.02,0.03,0.05,0.05,0.04,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.03,0.04,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.03,0.04,0.07,0.07
O,80840,            Burkholderiales,6.75,9.48,9.27,16.79,19.4,19.17,24.71,21.38,17.03,23.4,25.18,25.24,45.97,43.39,47.21,3.78,3.82,4.49,12.77,12.93,11.35,14.17,12.78,12.17,16.08,16.5,14.07,4.09,4.61,6.61,19.35,13.76,17.71,18.53,19.55,18.5,22.15,22.72,23.9,12.34,14.3,14.34,20.62
