taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
R3,68525,      delta/epsilon subdivisions,2.0,4.0,2.0,10.0,5.0,10.0,11.0,8.0,9.0,7.0,5.0,5.0,38.0,29.0,9.0,,,2.0,4.0,4.0,,5.0,9.0,2.0,5.0,3.0,2.0,3.0,4.0,6.0,11.0,,5.0,7.0,20.0,4.0,4.0,6.0,10.0,7.0,2.0,8.0,11.0
O,68933,            Thermales,79.0,88.0,93.0,69.0,92.0,86.0,102.0,67.0,69.0,113.0,76.0,88.0,77.0,117.0,82.0,67.0,45.0,56.0,60.0,57.0,57.0,68.0,76.0,64.0,66.0,70.0,65.0,37.0,30.0,36.0,56.0,35.0,32.0,49.0,55.0,36.0,40.0,34.0,57.0,78.0,64.0,49.0,70.0
O,69541,            Desulfuromonadales,170.0,113.0,179.0,445.0,1644.0,1867.0,2581.0,821.0,1930.0,947.0,1894.0,1322.0,3165.0,4549.0,2798.0,35.0,57.0,93.0,886.0,325.0,253.0,818.0,890.0,159.0,585.0,993.0,269.0,110.0,141.0,167.0,406.0,510.0,945.0,702.0,936.0,613.0,925.0,878.0,1306.0,494.0,419.0,282.0,1304.0
O,72273,            Thiotrichales,40.0,94.0,73.0,80.0,125.0,225.0,555.0,253.0,259.0,248.0,697.0,334.0,616.0,553.0,508.0,49.0,12.0,8.0,170.0,61.0,67.0,238.0,86.0,92.0,124.0,209.0,194.0,63.0,65.0,40.0,166.0,78.0,144.0,144.0,292.0,43.0,213.0,226.0,265.0,47.0,78.0,87.0,220.0
O,72274,            Pseudomonadales,48996.0,69070.0,54700.0,55035.0,73699.0,57450.0,88012.0,96082.0,53757.0,64465.0,72823.0,89696.0,118102.0,228978.0,106788.0,36872.0,30077.0,35347.0,50729.0,45989.0,49687.0,80875.0,74762.0,97996.0,33886.0,41559.0,48181.0,138124.0,143883.0,183771.0,62061.0,48003.0,55927.0,72227.0,76177.0,44227.0,74633.0,45074.0,83467.0,45930.0,51893.0,68638.0,101886.0
P,74152,        Elusimicrobiota,,,,,,3.0,,2.0,,,3.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,
P,74201,          Verrucomicrobiota,2073.0,2600.0,2983.0,3032.0,3882.0,3170.0,4471.0,2421.0,2295.0,2438.0,2972.0,2881.0,6397.0,5140.0,5302.0,2206.0,1924.0,2954.0,3922.0,2975.0,2451.0,2742.0,2153.0,2404.0,2909.0,3458.0,2092.0,3122.0,3583.0,4092.0,6368.0,6888.0,7348.0,5804.0,5751.0,4771.0,4694.0,4905.0,4947.0,2334.0,2929.0,6016.0,4717.0
O,80840,            Burkholderiales,449099.0,621899.0,589878.0,1039317.0,1026449.0,1068047.0,1589687.0,1239860.0,954938.0,1123192.0,1073610.0,1098261.0,2030185.0,1639709.0,1819433.0,360033.0,346002.0,420490.0,921837.0,780391.0,789270.0,1120588.0,842188.0,840169.0,913164.0,1027157.0,886519.0,425428.0,534503.0,679199.0,1397307.0,1020907.0,1264723.0,1325601.0,1310934.0,1136330.0,1313579.0,1327564.0,1380992.0,846497.0,1002287.0,1183656.0,1475705.0
C,84992,          Acidimicrobiia,7041.0,7554.0,8763.0,15788.0,11526.0,12025.0,16613.0,15340.0,15768.0,17947.0,14468.0,14507.0,30836.0,26519.0,26042.0,7704.0,6574.0,8667.0,15615.0,13060.0,13407.0,16961.0,14513.0,13551.0,16666.0,17344.0,16563.0,10637.0,10540.0,12362.0,14058.0,11431.0,14618.0,14364.0,13846.0,14267.0,15968.0,15368.0,15888.0,15318.0,15265.0,15371.0,15025.0
O,84993,            Acidimicrobiales,7026.0,7528.0,8753.0,15772.0,11500.0,12007.0,16557.0,15320.0,15757.0,17908.0,14431.0,14487.0,30766.0,26480.0,25999.0,7696.0,6563.0,8658.0,15602.0,13049.0,13395.0,16943.0,14507.0,13537.0,16647.0,17318.0,16548.0,10618.0,10524.0,12342.0,14029.0,11415.0,14602.0,14351.0,13820.0,14250.0,15945.0,15325.0,15871.0,15301.0,15240.0,15349.0,14999.0
C,84995,          Rubrobacteria,30.0,28.0,97.0,37.0,33.0,33.0,64.0,39.0,27.0,117.0,36.0,47.0,91.0,82.0,83.0,23.0,15.0,17.0,17.0,24.0,26.0,42.0,26.0,24.0,53.0,45.0,39.0,24.0,139.0,39.0,29.0,39.0,74.0,54.0,33.0,42.0,45.0,39.0,51.0,40.0,52.0,27.0,50.0
O,84996,            Rubrobacterales,30.0,28.0,97.0,37.0,33.0,33.0,64.0,39.0,27.0,117.0,36.0,47.0,91.0,82.0,83.0,23.0,15.0,17.0,17.0,24.0,26.0,42.0,26.0,24.0,53.0,45.0,39.0,24.0,139.0,39.0,29.0,39.0,74.0,54.0,33.0,42.0,45.0,39.0,51.0,40.0,52.0,27.0,50.0
C,84998,          Coriobacteriia,44.0,101.0,276.0,459.0,28.0,1200.0,70.0,1468.0,135.0,320.0,275.0,407.0,1734.0,702.0,1096.0,9.0,83.0,193.0,225.0,244.0,114.0,356.0,184.0,128.0,56.0,519.0,6.0,18.0,47.0,183.0,125.0,150.0,312.0,524.0,417.0,120.0,35.0,340.0,434.0,143.0,532.0,89.0,89.0
O,84999,            Coriobacteriales,2.0,80.0,178.0,66.0,4.0,620.0,11.0,3.0,2.0,6.0,257.0,92.0,1037.0,481.0,705.0,,61.0,63.0,48.0,147.0,7.0,346.0,162.0,110.0,10.0,101.0,,8.0,39.0,77.0,92.0,119.0,113.0,387.0,297.0,,15.0,77.0,277.0,6.0,8.0,74.0,10.0
O,85001,            Sphaerobacterales,10.0,11.0,15.0,12.0,6.0,14.0,16.0,11.0,9.0,8.0,11.0,15.0,20.0,17.0,20.0,6.0,6.0,8.0,7.0,4.0,5.0,12.0,6.0,6.0,10.0,13.0,12.0,9.0,7.0,13.0,6.0,10.0,15.0,13.0,4.0,10.0,11.0,10.0,6.0,7.0,11.0,6.0,11.0
O,85004,            Bifidobacteriales,28.0,31.0,59.0,24.0,97.0,75.0,247.0,39.0,266.0,22.0,47.0,2478.0,1336.0,90.0,1660.0,110.0,71.0,65.0,4.0,3.0,16.0,56.0,39.0,11.0,73.0,29.0,62.0,1026.0,18.0,9.0,47.0,59.0,60.0,29.0,189.0,41.0,207.0,56.0,72.0,144.0,67.0,74.0,51.0
O,85006,            Micrococcales,180520.0,222145.0,232563.0,112631.0,61008.0,65483.0,116043.0,75470.0,51632.0,70872.0,68805.0,69173.0,220899.0,178963.0,158484.0,269011.0,221513.0,295945.0,112885.0,68086.0,60158.0,71751.0,50497.0,46091.0,51881.0,56981.0,51011.0,574623.0,630368.0,553917.0,124063.0,71663.0,72387.0,85079.0,74039.0,66264.0,76989.0,76755.0,72600.0,84665.0,91090.0,140562.0,138775.0
O,85007,            Mycobacteriales,28625.0,38472.0,39125.0,48091.0,56801.0,53744.0,74502.0,58081.0,37797.0,47501.0,48589.0,51094.0,27254.0,23749.0,17156.0,20838.0,15998.0,25274.0,31528.0,23950.0,17753.0,34620.0,23728.0,22268.0,29531.0,30968.0,29497.0,28505.0,30019.0,38032.0,40589.0,23203.0,34780.0,37229.0,34503.0,35469.0,44015.0,42740.0,46847.0,24380.0,33426.0,29252.0,47449.0
O,85008,            Micromonosporales,2024.0,2234.0,2417.0,2566.0,2680.0,2913.0,3473.0,3393.0,3950.0,4394.0,3251.0,4067.0,7444.0,5893.0,7668.0,1708.0,1466.0,1826.0,2504.0,2194.0,2207.0,3487.0,2758.0,2926.0,4342.0,4231.0,4023.0,2856.0,2754.0,3169.0,2634.0,2239.0,2655.0,3406.0,3206.0,3479.0,3663.0,3544.0,4146.0,3128.0,3248.0,2906.0,3020.0
O,85009,            Propionibacteriales,264727.0,297965.0,304371.0,183158.0,138253.0,147877.0,214587.0,170124.0,118646.0,136725.0,126135.0,133717.0,191461.0,165376.0,162791.0,379027.0,286411.0,384055.0,177308.0,116234.0,95100.0,133643.0,101833.0,83065.0,96341.0,103596.0,103193.0,809125.0,823157.0,831856.0,232742.0,180336.0,170520.0,174661.0,148956.0,140904.0,138653.0,129991.0,124575.0,141586.0,154460.0,249413.0,222094.0
O,85010,            Pseudonocardiales,881.0,1031.0,1102.0,1081.0,1071.0,1088.0,1348.0,1251.0,1311.0,1564.0,1297.0,1510.0,2859.0,2185.0,2267.0,735.0,649.0,839.0,979.0,799.0,765.0,1243.0,956.0,864.0,1356.0,1510.0,1504.0,1041.0,1149.0,1398.0,886.0,705.0,976.0,1073.0,1030.0,1043.0,1323.0,1267.0,1390.0,1105.0,1121.0,1001.0,1424.0
O,85011,            Kitasatosporales,5046.0,6663.0,6382.0,6888.0,7152.0,7283.0,10617.0,9013.0,8237.0,11027.0,10312.0,10281.0,25950.0,23780.0,22775.0,4432.0,4007.0,4748.0,5743.0,5260.0,4864.0,7256.0,6274.0,5674.0,8275.0,8945.0,9129.0,8446.0,8582.0,9674.0,7454.0,5478.0,7512.0,8640.0,7488.0,7575.0,9307.0,9663.0,10518.0,6506.0,7010.0,7552.0,8051.0
O,85012,            Streptosporangiales,541.0,644.0,666.0,631.0,696.0,893.0,935.0,995.0,778.0,1239.0,977.0,950.0,2258.0,1707.0,1710.0,424.0,372.0,424.0,597.0,557.0,540.0,884.0,692.0,606.0,865.0,1117.0,1039.0,613.0,662.0,680.0,718.0,543.0,726.0,718.0,657.0,737.0,963.0,807.0,943.0,665.0,754.0,695.0,657.0
O,85013,            Frankiales,30.0,39.0,47.0,59.0,56.0,36.0,50.0,47.0,52.0,59.0,76.0,67.0,291.0,207.0,121.0,14.0,16.0,31.0,32.0,33.0,44.0,46.0,51.0,30.0,37.0,71.0,67.0,28.0,30.0,59.0,50.0,37.0,39.0,51.0,49.0,49.0,52.0,73.0,89.0,52.0,84.0,36.0,54.0
O,85014,            Glycomycetales,,,,,,,,,3.0,12.0,,8.0,10.0,,,,,,,,,3.0,,,,,5.0,,2.0,,2.0,,,,5.0,,3.0,,,,3.0,,
P1,89593,                  Craniata,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
C,91061,          Bacilli,57652.0,53572.0,51893.0,9996.0,8415.0,8573.0,23338.0,15627.0,16455.0,33633.0,22403.0,27511.0,101139.0,73621.0,79534.0,123866.0,90557.0,69071.0,12735.0,10642.0,10163.0,12307.0,12259.0,9798.0,14599.0,23982.0,14635.0,320613.0,318732.0,158101.0,20827.0,9035.0,14036.0,12523.0,12122.0,17756.0,14746.0,15027.0,15439.0,15872.0,17566.0,15066.0,15323.0
O,91347,            Enterobacterales,10877.0,8522.0,11080.0,14740.0,14385.0,27536.0,28312.0,34900.0,19878.0,34623.0,32508.0,53267.0,107724.0,92762.0,92311.0,11631.0,10521.0,7321.0,22095.0,12472.0,31403.0,27790.0,39728.0,29064.0,28421.0,27346.0,23811.0,7360.0,10255.0,15361.0,36485.0,25463.0,26540.0,34746.0,40782.0,42762.0,27622.0,61249.0,37588.0,24439.0,28351.0,22386.0,25869.0
O,94695,              Methanosarcinales,50.0,63.0,59.0,65.0,54.0,46.0,53.0,43.0,61.0,59.0,58.0,43.0,164.0,131.0,202.0,59.0,109.0,74.0,78.0,83.0,140.0,79.0,91.0,110.0,78.0,117.0,73.0,78.0,112.0,84.0,85.0,126.0,92.0,70.0,104.0,81.0,59.0,73.0,88.0,62.0,49.0,144.0,73.0
P,95818,          Candidatus Saccharimonadota,,,,6.0,,,,,,,,,16.0,14.0,13.0,,,,,,,,,,4.0,,,3.0,14.0,8.0,5.0,,,,,,4.0,,9.0,,,,3.0
R5,95901,          Candidatus Babelota,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,4.0
P4,117570,                        Teleostomi,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P5,117571,                          Euteleostomi,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
C,117743,              Flavobacteriia,80791.0,94821.0,105578.0,87805.0,72574.0,71481.0,43473.0,42205.0,76792.0,57042.0,44233.0,46752.0,126290.0,100552.0,95576.0,111379.0,139742.0,137741.0,120744.0,84021.0,114874.0,52221.0,29529.0,64442.0,30240.0,35941.0,59017.0,1084942.0,1409627.0,1108533.0,469380.0,376654.0,244982.0,169636.0,142198.0,96456.0,72916.0,73494.0,64735.0,48370.0,50672.0,345427.0,254392.0
C,117747,              Sphingobacteriia,3635.0,4072.0,3990.0,5080.0,5218.0,6968.0,5063.0,9450.0,6727.0,15201.0,11478.0,10370.0,793.0,994.0,779.0,3707.0,5140.0,2597.0,3243.0,6765.0,8973.0,6456.0,24127.0,5805.0,4591.0,7269.0,7296.0,3888.0,4419.0,2488.0,1744.0,2101.0,1974.0,2225.0,1852.0,1910.0,2405.0,3050.0,2182.0,5054.0,4112.0,1953.0,1414.0
C,118001,          Chrysiogenia,,,,,,,,,,,221.0,,596.0,449.0,339.0,,,,60.0,87.0,,,,,,75.0,,,,,,,,,,,,77.0,,,,52.0,
O,118964,            Deinococcales,14093.0,16546.0,13874.0,730.0,312.0,302.0,638.0,428.0,349.0,303.0,269.0,251.0,1811.0,1081.0,1176.0,11766.0,10904.0,11372.0,1297.0,470.0,265.0,596.0,348.0,286.0,359.0,218.0,197.0,12903.0,12723.0,13760.0,2891.0,1511.0,1000.0,1116.0,691.0,649.0,478.0,434.0,335.0,1309.0,1123.0,2885.0,2700.0
O,118969,            Legionellales,30.0,39.0,43.0,22.0,32.0,25.0,60.0,26.0,28.0,55.0,27.0,49.0,165.0,309.0,91.0,29.0,22.0,30.0,22.0,39.0,24.0,41.0,24.0,30.0,23.0,34.0,30.0,20.0,41.0,40.0,54.0,47.0,36.0,37.0,52.0,51.0,32.0,44.0,41.0,33.0,33.0,77.0,39.0
O,119069,            Hydrogenophilales,,12.0,,,12.0,,,,25.0,,48.0,35.0,82.0,,,,6.0,,,,,,,,,,,,,5.0,,,,,,,36.0,11.0,,,9.0,7.0,
R1,131567,  cellular organisms,6651396.0,6562340.0,6365654.0,6189240.0,5290524.0,5571204.0,6434031.0,5798660.0,5607215.0,4799756.0,4264552.0,4350943.0,4415835.0,3779192.0,3853864.0,9520192.0,9067276.0,9360792.0,7220331.0,6037326.0,6952320.0,7907273.0,6592144.0,6904812.0,5678409.0,6225189.0,6300589.0,10398517.0,11591594.0,10280872.0,7220859.0,7420283.0,7140380.0,7153119.0,6705475.0,6141656.0,5929995.0,5844372.0,5778497.0,6860028.0,7010560.0,8252870.0,7157267.0
O,134621,              Limisphaerales,55.0,98.0,90.0,111.0,151.0,111.0,103.0,139.0,136.0,169.0,72.0,102.0,265.0,228.0,234.0,27.0,13.0,24.0,63.0,67.0,67.0,76.0,62.0,60.0,46.0,83.0,48.0,52.0,33.0,51.0,70.0,34.0,86.0,63.0,76.0,48.0,74.0,46.0,64.0,33.0,58.0,61.0,72.0
P,134625,          Kiritimatiellota,,922.0,,690.0,,829.0,1329.0,932.0,,1101.0,,,2307.0,2447.0,1869.0,,,,2.0,,556.0,942.0,723.0,,,,792.0,644.0,674.0,501.0,907.0,611.0,974.0,2.0,822.0,782.0,1029.0,890.0,956.0,763.0,,896.0,772.0
O,135613,            Chromatiales,782.0,1254.0,979.0,1456.0,2084.0,1958.0,2886.0,2354.0,1534.0,2576.0,2670.0,2400.0,4173.0,3179.0,3527.0,436.0,415.0,466.0,1526.0,1079.0,940.0,1273.0,1223.0,1168.0,1182.0,1672.0,1247.0,1578.0,1703.0,1767.0,1755.0,1033.0,1376.0,1299.0,1420.0,1427.0,1943.0,1809.0,1864.0,929.0,1471.0,1349.0,1986.0
O,135614,            Lysobacterales,572828.0,532761.0,355713.0,531374.0,321739.0,339450.0,240377.0,149689.0,140399.0,98371.0,91981.0,86703.0,64229.0,54927.0,54561.0,1936494.0,1459764.0,1477721.0,654930.0,639775.0,644920.0,516757.0,411926.0,391408.0,276409.0,296039.0,323576.0,1758055.0,1811254.0,1282654.0,568135.0,630746.0,523393.0,535206.0,434529.0,410969.0,309534.0,312192.0,283912.0,444552.0,462496.0,641771.0,514652.0
O,135615,            Cardiobacteriales,4.0,,7.0,,,12.0,7.0,75.0,5.0,4.0,19.0,71.0,25.0,275.0,196.0,,,,27.0,3.0,13.0,6.0,,,14.0,54.0,32.0,3.0,,7.0,6.0,6.0,9.0,81.0,,,8.0,5.0,114.0,15.0,,,3.0
O,135618,            Methylococcales,412.0,522.0,539.0,932.0,1170.0,1243.0,2192.0,1693.0,1107.0,1652.0,2048.0,1744.0,10523.0,9205.0,10209.0,361.0,390.0,367.0,918.0,746.0,795.0,1280.0,844.0,930.0,1026.0,1422.0,881.0,765.0,862.0,1023.0,1863.0,1210.0,2101.0,1954.0,2192.0,1663.0,2387.0,2141.0,2317.0,1047.0,978.0,1621.0,2592.0
O,135619,            Oceanospirillales,248.0,414.0,344.0,674.0,907.0,748.0,1480.0,1311.0,1429.0,1319.0,1107.0,1019.0,2166.0,1838.0,1739.0,230.0,204.0,259.0,494.0,457.0,512.0,1212.0,1212.0,1492.0,569.0,697.0,686.0,318.0,353.0,430.0,678.0,558.0,752.0,742.0,669.0,687.0,909.0,1002.0,1001.0,445.0,529.0,644.0,829.0
O,135622,            Alteromonadales,8581.0,836.0,114.0,199.0,479.0,277.0,469.0,607.0,48595.0,1008.0,187.0,346.0,1187.0,738.0,723.0,85.0,86.0,68.0,224.0,221.0,238.0,312.0,628.0,439.0,113.0,300.0,191.0,358.0,307.0,290.0,142.0,247.0,234.0,34009.0,1088.0,304.0,204.0,359.0,217.0,107.0,100.0,312.0,203.0
O,135623,            Vibrionales,102.0,85.0,106.0,169.0,224.0,158.0,384.0,8618.0,196.0,397.0,296.0,351.0,556.0,374.0,4789.0,41.0,44.0,54.0,157.0,239.0,240.0,294.0,230.0,527.0,204.0,455.0,270.0,84.0,106.0,111.0,248.0,245.0,167.0,179.0,356.0,237.0,211.0,236.0,186.0,152.0,193.0,227.0,202.0
O,135624,            Aeromonadales,1177.0,2601.0,1031.0,4594.0,1868.0,4383.0,9978.0,4690.0,657.0,7701.0,2759.0,1017.0,5164.0,5230.0,10758.0,1168.0,563.0,1123.0,752.0,2055.0,1324.0,643.0,1684.0,7134.0,555.0,1760.0,551.0,4864.0,6543.0,5451.0,7693.0,4571.0,1282.0,1401.0,4048.0,3098.0,4994.0,1099.0,3993.0,1914.0,765.0,1272.0,2451.0
O,135625,            Pasteurellales,4.0,24.0,,53.0,6.0,29.0,4.0,17.0,71.0,16.0,14.0,4.0,105.0,27.0,91.0,33.0,9.0,2.0,76.0,9.0,12.0,63.0,13.0,,6.0,21.0,113.0,14.0,15.0,8.0,12.0,21.0,21.0,30.0,17.0,18.0,4.0,7.0,3.0,21.0,3.0,8.0,8.0
P,142182,          Gemmatimonadota,2049.0,3452.0,3114.0,5151.0,5785.0,5917.0,10482.0,8222.0,5198.0,7044.0,7348.0,7249.0,6805.0,5847.0,6039.0,753.0,667.0,1061.0,3028.0,2378.0,1989.0,4334.0,3165.0,2989.0,3109.0,3839.0,2799.0,1144.0,1473.0,2148.0,3597.0,2139.0,3475.0,3621.0,3930.0,2987.0,4151.0,4098.0,4636.0,2657.0,3819.0,2526.0,4514.0
O,171549,                Bacteroidales,1812.0,1652.0,1870.0,4764.0,6632.0,6647.0,6469.0,1234.0,1788.0,2347.0,661.0,1197.0,2089.0,813.0,690.0,179.0,448.0,246.0,1190.0,1849.0,2350.0,1947.0,511.0,1463.0,1729.0,3305.0,1640.0,86.0,63.0,81.0,314.0,294.0,529.0,504.0,1200.0,512.0,911.0,872.0,1286.0,1475.0,2066.0,1059.0,300.0
P1,171558,              Bacteroidota incertae sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,
C,183925,            Methanobacteria,8.0,4.0,15.0,2.0,10.0,9.0,10.0,,11.0,16.0,146.0,2.0,14.0,14.0,12.0,7.0,4.0,16.0,3.0,9.0,9.0,4.0,4.0,8.0,5.0,12.0,2.0,11.0,16.0,13.0,32.0,2.0,7.0,15.0,52.0,12.0,2.0,9.0,35.0,4.0,10.0,13.0,5.0
C,183963,            Halobacteria,44.0,85.0,77.0,110.0,84.0,86.0,129.0,121.0,78.0,106.0,88.0,98.0,247.0,187.0,169.0,35.0,33.0,66.0,78.0,51.0,40.0,81.0,118.0,42.0,67.0,103.0,62.0,87.0,79.0,89.0,118.0,69.0,89.0,99.0,90.0,83.0,109.0,115.0,95.0,67.0,82.0,78.0,96.0
C,183967,          Thermoplasmata,,,,,,,,,,,,,3.0,2.0,10.0,,,,,,,,,,2.0,,,34.0,33.0,,,,31.0,33.0,,,47.0,,,6.0,,,37.0
C,183968,          Thermococci,,,,2.0,,,,,,3.0,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,
C,186801,          Clostridia,938.0,909.0,1106.0,933.0,1380.0,1334.0,1580.0,1296.0,1648.0,2176.0,1468.0,1938.0,4740.0,2547.0,3351.0,408.0,598.0,341.0,613.0,901.0,968.0,920.0,777.0,961.0,1150.0,1316.0,1222.0,353.0,364.0,414.0,565.0,681.0,834.0,872.0,760.0,719.0,909.0,633.0,892.0,1054.0,834.0,3074.0,666.0
O,186802,            Eubacteriales,568.0,426.0,514.0,460.0,658.0,488.0,827.0,512.0,952.0,1238.0,565.0,929.0,2550.0,881.0,1789.0,226.0,269.0,214.0,321.0,428.0,551.0,482.0,367.0,436.0,561.0,661.0,556.0,202.0,224.0,264.0,336.0,402.0,327.0,514.0,376.0,434.0,415.0,361.0,530.0,442.0,358.0,361.0,387.0
O,186826,            Lactobacillales,1255.0,1724.0,1710.0,2420.0,2743.0,2900.0,15573.0,151.0,308.0,815.0,496.0,520.0,17464.0,5714.0,1597.0,373.0,744.0,154.0,195.0,214.0,670.0,587.0,256.0,262.0,445.0,5424.0,281.0,695.0,368.0,1541.0,889.0,370.0,347.0,391.0,762.0,212.0,1703.0,664.0,759.0,545.0,305.0,690.0,461.0
C,187857,          Aquificia,,3.0,,3.0,2.0,,2.0,3.0,3.0,5.0,,3.0,8.0,5.0,4.0,,,,,,,,,,5.0,3.0,,3.0,,3.0,,,,2.0,,,2.0,,2.0,6.0,,,
C,188708,          Thermotogae,,,,,3.0,,,2.0,,,,,,,3.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,,
O,188710,            Thermodesulfobacteriales,,,,,2.0,2.0,,,,,3.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,3.0,,,,,2.0,,
C,188787,          Deinococci,14177.0,16641.0,13976.0,810.0,411.0,404.0,746.0,504.0,429.0,430.0,351.0,353.0,1895.0,1205.0,1261.0,11837.0,10953.0,11433.0,1363.0,535.0,331.0,669.0,435.0,359.0,433.0,293.0,267.0,12944.0,12756.0,13801.0,2951.0,1550.0,1039.0,1180.0,750.0,691.0,527.0,474.0,402.0,1395.0,1195.0,2940.0,2778.0
O,189769,            Chrysiogenales,,,,,,,,,,,221.0,,596.0,449.0,339.0,,,,60.0,87.0,,,,,,75.0,,,,,,,,,,,,77.0,,,,52.0,
C,189775,          Thermomicrobia,10.0,11.0,15.0,12.0,6.0,14.0,16.0,13.0,9.0,8.0,11.0,15.0,23.0,17.0,22.0,6.0,6.0,8.0,7.0,4.0,5.0,14.0,6.0,6.0,12.0,15.0,12.0,9.0,9.0,16.0,6.0,10.0,15.0,13.0,4.0,10.0,11.0,10.0,6.0,7.0,11.0,6.0,11.0
O,189776,            Thermomicrobiales,,,,,,,,2.0,,,,,3.0,,2.0,,,,,,,2.0,,,2.0,2.0,,,2.0,3.0,,,,,,,,,,,,,
O,189778,            Nitrospirales,1963.0,2886.0,2613.0,2180.0,2893.0,2851.0,3324.0,2194.0,1584.0,2226.0,2196.0,2148.0,3737.0,3382.0,3461.0,1209.0,1390.0,1306.0,1436.0,1123.0,878.0,1476.0,937.0,783.0,1200.0,1556.0,1082.0,1012.0,1250.0,1548.0,1919.0,1143.0,1724.0,1858.0,2027.0,1512.0,2041.0,2091.0,2337.0,1200.0,1634.0,1649.0,2740.0
O,191393,            Deferribacterales,3.0,5.0,,7.0,,13.0,6.0,,,,,,7.0,8.0,6.0,,,,,,,,,4.0,,3.0,,,,,2.0,,,,,,,,,,,2.0,
