taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_orders.report,W133-25PVC-2-17_kraken2_bracken_orders.report,W132-25PVC-1-17_kraken2_bracken_orders.report,W131-25PET-3-17_kraken2_bracken_orders.report,W130-25PET-2-17_kraken2_bracken_orders.report,W129-25PET-1-17_kraken2_bracken_orders.report,W128-25PE0.6-3-17_kraken2_bracken_orders.report,W127-25PE0.6-2-17_kraken2_bracken_orders.report,W126-25PE0.6-1-17_kraken2_bracken_orders.report,W125-25S-3-17_kraken2_bracken_orders.report,W124-25S-2-17_kraken2_bracken_orders.report,W123-25S-1-17_kraken2_bracken_orders.report,Q66-25S-3-0_kraken2_bracken_orders.report,Q65-25S-2-0_kraken2_bracken_orders.report,Q64-25S-1-0_kraken2_bracken_orders.report,Q63-25PVC-3-11_kraken2_bracken_orders.report,Q62-25PVC-2-11_kraken2_bracken_orders.report,Q61-25PVC-1-11_kraken2_bracken_orders.report,Q60-25PET-3-11_kraken2_bracken_orders.report,Q59-25PET-2-11_kraken2_bracken_orders.report,Q58-25PET-1-11_kraken2_bracken_orders.report,Q57-25PE0.6-3-11_kraken2_bracken_orders.report,Q56-25PE0.6-2-11_kraken2_bracken_orders.report,Q55-25PE0.6-1-11_kraken2_bracken_orders.report,Q54-25S-3-11_kraken2_bracken_orders.report,Q53-25S-2-11_kraken2_bracken_orders.report,Q52-25S-1-11_kraken2_bracken_orders.report,Q51-25PVC-3-3_kraken2_bracken_orders.report,Q50-25PVC-2-3_kraken2_bracken_orders.report,Q49-25PVC-1-3_kraken2_bracken_orders.report,Q48-25PET-3-3_kraken2_bracken_orders.report,Q47-25PET-2-3_kraken2_bracken_orders.report,Q46-25PET-1-3_kraken2_bracken_orders.report,Q45-25PE0.6-3-3_kraken2_bracken_orders.report,Q44-25PE0.6-2-3_kraken2_bracken_orders.report,Q43-25PE0.6-1-3_kraken2_bracken_orders.report,Q42-25S-3-3_kraken2_bracken_orders.report,Q41-25S-2-3_kraken2_bracken_orders.report,Q40-25S-1-3_kraken2_bracken_orders.report,Q34-25PE0.1-2-11_kraken2_bracken_orders.report,Q33-25PE0.1-1-11_kraken2_bracken_orders.report,Q32-25PE0.1-2-3_kraken2_bracken_orders.report,Q31-25PE0.1-1-3_kraken2_bracken_orders.report
O,1118,                Chroococcales,166.0,231.0,254.0,228.0,310.0,310.0,282.0,252.0,328.0,408.0,344.0,324.0,1507.0,1294.0,1441.0,191.0,234.0,205.0,257.0,249.0,355.0,344.0,310.0,317.0,358.0,438.0,329.0,417.0,582.0,596.0,468.0,463.0,671.0,598.0,672.0,474.0,667.0,670.0,743.0,326.0,345.0,623.0,530.0
O,1150,                Oscillatoriales,29.0,49.0,46.0,32.0,34.0,35.0,36.0,40.0,60.0,57.0,39.0,48.0,229.0,166.0,218.0,35.0,42.0,62.0,38.0,51.0,62.0,47.0,54.0,53.0,92.0,60.0,58.0,26.0,71.0,58.0,83.0,105.0,218.0,141.0,607.0,52.0,83.0,134.0,92.0,62.0,20.0,102.0,103.0
O,1161,              Nostocales,209.0,205.0,440.0,267.0,349.0,312.0,297.0,421.0,742.0,641.0,500.0,686.0,1245.0,1182.0,1258.0,373.0,300.0,336.0,312.0,289.0,368.0,485.0,367.0,583.0,482.0,476.0,334.0,713.0,648.0,765.0,613.0,403.0,592.0,503.0,877.0,440.0,717.0,628.0,738.0,325.0,481.0,633.0,681.0
P,1224,        Pseudomonadota,5871109.0,5653613.0,5431499.0,5486598.0,4690023.0,4951278.0,5636488.0,5181151.0,5091225.0,4174643.0,3702227.0,3765320.0,3351643.0,2895911.0,2992132.0,8485583.0,8183830.0,8310036.0,6550346.0,5515116.0,6417682.0,7371875.0,6170622.0,6493528.0,5246290.0,5738216.0,5831582.0,7433613.0,8221195.0,7405444.0,6126063.0,6580470.0,6387142.0,6458179.0,6074682.0,5586569.0,5344821.0,5276338.0,5210977.0,6345622.0,6450590.0,7277546.0,6251873.0
C,1236,          Gammaproteobacteria,1112378.0,1132975.0,1076865.0,655372.0,466041.0,482165.0,465493.0,363305.0,305685.0,258362.0,260958.0,289628.0,462147.0,516481.0,417073.0,3062543.0,2603855.0,2672865.0,763864.0,721040.0,739905.0,671329.0,565414.0,560734.0,363959.0,398062.0,419147.0,4155671.0,4450215.0,3740105.0,738132.0,736598.0,652025.0,740737.0,623400.0,554940.0,484281.0,478179.0,470298.0,539210.0,577756.0,771290.0,714791.0
P,1239,        Bacillota,58643.0,54541.0,53114.0,11051.0,9889.0,10113.0,25188.0,17074.0,18225.0,36219.0,24197.0,29491.0,106229.0,76808.0,84171.0,124377.0,91213.0,69483.0,13519.0,11772.0,11274.0,13335.0,13174.0,10940.0,15933.0,25554.0,15899.0,321006.0,319120.0,158558.0,21499.0,9778.0,14969.0,13466.0,13125.0,18584.0,15770.0,15767.0,16396.0,16979.0,18504.0,18559.0,16130.0
P,1297,        Deinococcota,14177.0,16641.0,13976.0,810.0,411.0,404.0,746.0,504.0,429.0,430.0,351.0,353.0,1895.0,1205.0,1261.0,11837.0,10953.0,11433.0,1363.0,535.0,331.0,669.0,435.0,359.0,433.0,293.0,267.0,12944.0,12756.0,13801.0,2951.0,1550.0,1039.0,1180.0,750.0,691.0,527.0,474.0,402.0,1395.0,1195.0,2940.0,2778.0
O,1385,            Bacillales,56396.0,51847.0,50183.0,7575.0,5672.0,5673.0,7765.0,15475.0,16147.0,32818.0,21907.0,26990.0,83675.0,67907.0,77937.0,123492.0,89812.0,68916.0,12540.0,10428.0,9493.0,11719.0,12002.0,9536.0,14154.0,18557.0,14354.0,319918.0,318363.0,156559.0,19937.0,8665.0,13689.0,12131.0,11360.0,17544.0,13042.0,14363.0,14680.0,15327.0,17260.0,14375.0,14862.0
C,1760,          Actinomycetes,484604.0,573601.0,589566.0,358039.0,270577.0,282348.0,427218.0,321848.0,224137.0,275966.0,262278.0,276389.0,491869.0,414689.0,386494.0,677586.0,531086.0,714256.0,333010.0,218137.0,181955.0,254635.0,187832.0,162137.0,194155.0,209229.0,201051.0,1430371.0,1501369.0,1444311.0,412701.0,285571.0,291818.0,313559.0,272573.0,257852.0,278279.0,267776.0,264339.0,263484.0,293758.0,433239.0,426157.0
O,2037,            Actinomycetales,12.0,24.0,11.0,41.0,50.0,46.0,88.0,78.0,49.0,56.0,44.0,175.0,307.0,412.0,292.0,77.0,22.0,53.0,42.0,45.0,10.0,34.0,43.0,61.0,26.0,72.0,78.0,66.0,49.0,99.0,101.0,16.0,55.0,61.0,61.0,15.0,96.0,17.0,25.0,20.0,29.0,25.0,77.0
O,2085,            Mycoplasmatales,,,,,,,,,,,,,65.0,,85.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
R2,2157,    Archaea,3432.0,4495.0,4419.0,6752.0,9800.0,7370.0,10167.0,7274.0,4893.0,6827.0,6375.0,6465.0,5590.0,5042.0,5661.0,1129.0,757.0,1082.0,2287.0,2696.0,1337.0,3022.0,2353.0,1723.0,2711.0,3208.0,2106.0,1496.0,1940.0,2552.0,3052.0,1246.0,2221.0,2065.0,2869.0,1411.0,2750.0,2671.0,2748.0,2339.0,3431.0,1758.0,3388.0
O,2158,              Methanobacteriales,8.0,4.0,15.0,2.0,10.0,9.0,10.0,,11.0,16.0,146.0,2.0,14.0,14.0,12.0,7.0,4.0,16.0,3.0,9.0,9.0,4.0,4.0,8.0,5.0,12.0,2.0,11.0,16.0,13.0,32.0,2.0,7.0,15.0,52.0,12.0,2.0,9.0,35.0,4.0,10.0,13.0,5.0
O,2191,              Methanomicrobiales,4.0,9.0,19.0,13.0,13.0,11.0,17.0,12.0,14.0,13.0,13.0,8.0,60.0,58.0,65.0,4.0,5.0,5.0,15.0,11.0,4.0,10.0,14.0,74.0,9.0,9.0,8.0,21.0,23.0,30.0,26.0,18.0,22.0,17.0,22.0,24.0,27.0,71.0,16.0,6.0,15.0,22.0,28.0
O,2235,              Halobacteriales,44.0,85.0,77.0,110.0,84.0,86.0,129.0,121.0,78.0,106.0,88.0,98.0,247.0,187.0,169.0,35.0,33.0,66.0,78.0,51.0,40.0,81.0,118.0,42.0,67.0,103.0,62.0,87.0,79.0,89.0,118.0,69.0,89.0,99.0,90.0,83.0,109.0,115.0,95.0,67.0,82.0,78.0,96.0
O,2258,            Thermococcales,,,,2.0,,,,,,3.0,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,
R3,2323,      Bacteria incertae sedis,,,,6.0,6.0,6.0,2.0,,,,3.0,,34.0,20.0,18.0,2.0,,,,,2.0,3.0,,,6.0,2.0,4.0,5.0,14.0,10.0,5.0,,,,2.0,,4.0,2.0,9.0,,,2.0,7.0
O,2419,            Thermotogales,,,,,,,,2.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,,
R2,2759,    Eukaryota,43948.0,52093.0,50841.0,61488.0,53052.0,55005.0,72259.0,51010.0,43672.0,55304.0,50569.0,49969.0,90254.0,79427.0,81617.0,34838.0,32969.0,34123.0,50295.0,36198.0,42147.0,48298.0,40641.0,39659.0,44641.0,49960.0,44379.0,41960.0,45641.0,52782.0,49609.0,41775.0,49590.0,51469.0,51016.0,47190.0,56755.0,54769.0,57374.0,42963.0,46749.0,47653.0,56872.0
P,2836,            Bacillariophyta,24.0,11.0,20.0,5.0,8.0,15.0,2.0,15.0,18.0,33.0,6.0,23.0,34.0,47.0,44.0,14.0,29.0,15.0,12.0,10.0,27.0,12.0,10.0,25.0,20.0,19.0,17.0,17.0,16.0,16.0,10.0,6.0,10.0,11.0,17.0,13.0,13.0,16.0,15.0,15.0,17.0,20.0,18.0
K1,6072,          Eumetazoa,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P,7711,                Chordata,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P2,7742,                    Vertebrata,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P3,7776,                      Gnathostomata,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P6,8287,                            Sarcopterygii,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
C2,9347,                                        Eutheria,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
O,9443,                                              Primates,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
R1,10239,  Viruses,4.0,,3.0,8.0,12.0,,5.0,7.0,38.0,53.0,3.0,19.0,72.0,26.0,59.0,38.0,22.0,6.0,13.0,16.0,26.0,11.0,39.0,29.0,41.0,21.0,16.0,18.0,25.0,15.0,46.0,11.0,19.0,19.0,17.0,26.0,16.0,18.0,9.0,39.0,12.0,11.0,36.0
C,28211,          Alphaproteobacteria,4274510.0,3834617.0,3717320.0,3719117.0,3101060.0,3302548.0,3406678.0,3470928.0,3762627.0,2665687.0,2253026.0,2265162.0,566467.0,506035.0,503570.0,5048474.0,5224981.0,5202291.0,4815206.0,3977136.0,4849869.0,5519945.0,4718165.0,5044776.0,3913682.0,4238611.0,4467933.0,2815093.0,3199542.0,2931641.0,3903842.0,4774904.0,4375136.0,4299521.0,4047527.0,3820304.0,3433401.0,3370486.0,3252306.0,4917459.0,4809377.0,5270261.0,3959968.0
C,28216,          Betaproteobacteria,484104.0,685718.0,637190.0,1111790.0,1122750.0,1166208.0,1763802.0,1346729.0,1022642.0,1250185.0,1187786.0,1209999.0,2322048.0,1872694.0,2070634.0,374487.0,354923.0,434817.0,970963.0,816802.0,827787.0,1180456.0,886920.0,887911.0,968551.0,1101418.0,944397.0,462748.0,571285.0,733541.0,1483835.0,1068751.0,1359686.0,1417712.0,1403561.0,1211089.0,1426693.0,1427425.0,1488040.0,888863.0,1063276.0,1235821.0,1576789.0
C,28221,        Deltaproteobacteria,2.0,4.0,2.0,10.0,5.0,10.0,11.0,8.0,9.0,7.0,5.0,5.0,38.0,29.0,9.0,,,2.0,4.0,4.0,,5.0,9.0,2.0,5.0,3.0,2.0,3.0,4.0,6.0,11.0,,5.0,7.0,20.0,4.0,4.0,6.0,10.0,7.0,2.0,8.0,11.0
P,28890,        Methanobacteriota,117.0,167.0,174.0,196.0,164.0,170.0,231.0,181.0,172.0,219.0,323.0,163.0,541.0,427.0,483.0,108.0,159.0,164.0,183.0,157.0,199.0,182.0,237.0,246.0,167.0,255.0,160.0,247.0,246.0,226.0,262.0,225.0,222.0,220.0,278.0,207.0,205.0,281.0,255.0,164.0,164.0,271.0,209.0
P,29547,        Campylobacterota,79.0,67.0,88.0,144.0,286.0,324.0,570.0,149.0,148.0,220.0,144.0,179.0,288.0,501.0,567.0,23.0,23.0,37.0,83.0,70.0,136.0,72.0,59.0,78.0,80.0,76.0,95.0,14.0,21.0,32.0,44.0,86.0,104.0,65.0,74.0,106.0,109.0,48.0,101.0,37.0,51.0,38.0,62.0
O,31932,            Nitrosopumilales,2572.0,4287.0,4145.0,5107.0,7628.0,7146.0,7997.0,6950.0,4581.0,5606.0,5984.0,6172.0,4785.0,4391.0,4949.0,853.0,559.0,796.0,2040.0,2186.0,967.0,2770.0,1808.0,1295.0,2098.0,2880.0,1667.0,1111.0,1371.0,1907.0,2352.0,838.0,1641.0,1707.0,1986.0,1119.0,2159.0,1936.0,2173.0,1919.0,2891.0,1277.0,2776.0
C,31969,          Mollicutes,,,,,,,,,,,,,65.0,,85.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
O,32003,            Nitrosomonadales,12545.0,23699.0,15904.0,21311.0,22421.0,24431.0,38790.0,30401.0,17484.0,23757.0,29236.0,28759.0,53853.0,47184.0,48120.0,5256.0,3102.0,4615.0,12177.0,8912.0,5424.0,13053.0,9808.0,7124.0,12319.0,14114.0,12610.0,13908.0,14131.0,19776.0,21504.0,10457.0,14916.0,19428.0,19152.0,18406.0,24451.0,23901.0,26881.0,9146.0,15799.0,10334.0,26577.0
C,32015,          Myxococcia,9073.0,16146.0,13973.0,34482.0,37643.0,38715.0,65384.0,41410.0,21829.0,35837.0,40459.0,40597.0,57218.0,44921.0,49031.0,5058.0,2997.0,4943.0,17941.0,13208.0,7070.0,17668.0,12166.0,7082.0,16627.0,21298.0,16033.0,13940.0,15589.0,22834.0,26024.0,10784.0,20285.0,22924.0,23119.0,20692.0,32289.0,30447.0,34022.0,12712.0,23100.0,10985.0,36330.0
C,32061,          Chloroflexia,16.0,42.0,45.0,70.0,63.0,71.0,133.0,68.0,61.0,101.0,102.0,86.0,195.0,270.0,246.0,16.0,13.0,18.0,53.0,69.0,50.0,53.0,43.0,43.0,71.0,54.0,67.0,38.0,50.0,69.0,67.0,59.0,66.0,89.0,109.0,77.0,111.0,125.0,112.0,45.0,44.0,105.0,96.0
O,32064,            Chloroflexales,16.0,42.0,45.0,70.0,50.0,71.0,133.0,60.0,61.0,96.0,64.0,86.0,184.0,209.0,185.0,16.0,13.0,18.0,53.0,69.0,50.0,53.0,43.0,43.0,61.0,54.0,59.0,38.0,50.0,69.0,56.0,59.0,66.0,84.0,104.0,77.0,111.0,120.0,112.0,45.0,44.0,105.0,96.0
P,32066,        Fusobacteriota,2.0,2.0,6.0,3.0,9.0,4.0,8.0,2.0,5.0,9.0,20.0,2.0,7.0,3.0,6.0,4.0,6.0,5.0,,7.0,6.0,6.0,4.0,6.0,9.0,5.0,7.0,4.0,3.0,9.0,5.0,,3.0,4.0,7.0,,7.0,2.0,,4.0,4.0,3.0,7.0
O,32069,            Aquificales,,3.0,,3.0,2.0,,2.0,3.0,3.0,5.0,,3.0,8.0,5.0,4.0,,,,,,,,,,5.0,3.0,,3.0,,3.0,,,,2.0,,,2.0,,2.0,6.0,,,
P8,32523,                                Tetrapoda,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
P9,32524,                                  Amniota,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
C1,32525,                                      Theria,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
R3,33154,      Opisthokonta,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
K,33208,        Metazoa,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
K2,33213,            Bilateria,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
K3,33511,              Deuterostomia,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
R4,33634,        Stramenopiles,24.0,11.0,20.0,5.0,8.0,15.0,2.0,15.0,18.0,33.0,6.0,23.0,34.0,47.0,44.0,14.0,29.0,15.0,12.0,10.0,27.0,12.0,10.0,25.0,20.0,19.0,17.0,17.0,16.0,16.0,10.0,6.0,10.0,11.0,17.0,13.0,13.0,16.0,15.0,15.0,17.0,20.0,18.0
C,33849,              Bacillariophyceae,24.0,11.0,20.0,5.0,8.0,15.0,2.0,15.0,18.0,33.0,6.0,23.0,34.0,47.0,44.0,14.0,29.0,15.0,12.0,10.0,27.0,12.0,10.0,25.0,20.0,19.0,17.0,17.0,16.0,16.0,10.0,6.0,10.0,11.0,17.0,13.0,13.0,16.0,15.0,15.0,17.0,20.0,18.0
C1,33850,                Bacillariophycidae,24.0,11.0,20.0,5.0,8.0,15.0,2.0,15.0,18.0,33.0,6.0,23.0,34.0,47.0,44.0,14.0,29.0,15.0,12.0,10.0,27.0,12.0,10.0,25.0,20.0,19.0,17.0,17.0,16.0,16.0,10.0,6.0,10.0,11.0,17.0,13.0,13.0,16.0,15.0,15.0,17.0,20.0,18.0
O,38748,                  Naviculales,24.0,11.0,20.0,5.0,8.0,15.0,2.0,15.0,18.0,33.0,6.0,23.0,34.0,47.0,44.0,14.0,29.0,15.0,12.0,10.0,27.0,12.0,10.0,25.0,20.0,19.0,17.0,17.0,16.0,16.0,10.0,6.0,10.0,11.0,17.0,13.0,13.0,16.0,15.0,15.0,17.0,20.0,18.0
P,40117,        Nitrospirota,1966.0,2888.0,2617.0,2187.0,2896.0,2863.0,3340.0,2204.0,1588.0,2235.0,2202.0,2154.0,3762.0,3410.0,3480.0,1213.0,1392.0,1308.0,1442.0,1123.0,880.0,1486.0,937.0,783.0,1202.0,1567.0,1087.0,1015.0,1258.0,1550.0,1932.0,1143.0,1727.0,1868.0,2034.0,1516.0,2053.0,2103.0,2343.0,1202.0,1639.0,1652.0,2748.0
C,40674,                                    Mammalia,43924.0,52082.0,50821.0,61483.0,53044.0,54990.0,72257.0,50995.0,43654.0,55271.0,50563.0,49945.0,90220.0,79380.0,81573.0,34824.0,32940.0,34108.0,50283.0,36188.0,42120.0,48286.0,40631.0,39634.0,44621.0,49941.0,44362.0,41943.0,45625.0,52766.0,49599.0,41769.0,49580.0,51458.0,50999.0,47177.0,56742.0,54753.0,57359.0,42948.0,46732.0,47633.0,56854.0
O,48461,              Verrucomicrobiales,1022.0,943.0,1224.0,1595.0,1582.0,1208.0,1734.0,632.0,584.0,583.0,737.0,630.0,3702.0,2936.0,2913.0,1741.0,1515.0,2328.0,2842.0,1986.0,1916.0,1545.0,1407.0,1767.0,1753.0,1678.0,1452.0,2498.0,2668.0,2926.0,5248.0,6266.0,6076.0,4676.0,4552.0,3889.0,3590.0,3757.0,3725.0,1443.0,1454.0,5219.0,3206.0
O,51291,              Chlamydiales,,,,,,,3.0,2.0,4.0,3.0,2.0,5.0,,,,,,,,,,,2.0,,,,,,,,,,,6.0,,,,,,2.0,,,
O,52604,              Pleurocapsales,23.0,15.0,73.0,23.0,41.0,33.0,33.0,27.0,72.0,39.0,27.0,38.0,76.0,42.0,61.0,35.0,23.0,8.0,24.0,29.0,34.0,46.0,50.0,25.0,70.0,29.0,31.0,11.0,52.0,42.0,23.0,49.0,27.0,33.0,58.0,28.0,58.0,46.0,38.0,13.0,29.0,20.0,26.0
O,53433,            Halanaerobiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0
O,54526,            Candidatus Pelagibacterales,,,3.0,,,2.0,,,,,3.0,,53.0,65.0,58.0,,2.0,,,,,,,,,2.0,,,2.0,,,,4.0,,3.0,,,5.0,2.0,,2.0,,
P,57723,        Acidobacteriota,16250.0,17534.0,17650.0,15695.0,13580.0,14209.0,20186.0,16782.0,14616.0,19246.0,17293.0,17613.0,14892.0,12807.0,12604.0,14857.0,16280.0,19078.0,12658.0,14022.0,14251.0,16878.0,14579.0,13582.0,15213.0,16720.0,17105.0,5158.0,5151.0,7039.0,9440.0,7352.0,9181.0,10749.0,9872.0,9930.0,12361.0,12173.0,12503.0,19493.0,19699.0,10050.0,12503.0
P,62680,          Fidelibacterota,,,2.0,7.0,3.0,,,6.0,,7.0,9.0,,4.0,8.0,10.0,,2.0,,2.0,8.0,2.0,6.0,2.0,,,7.0,2.0,,,,3.0,2.0,,3.0,,,,8.0,,,5.0,3.0,
C,67799,          Thermodesulfobacteria,,,,,2.0,2.0,,,,,3.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,3.0,,,,,2.0,,
P,67810,          Candidatus Bipolaricaulota,,,,,,3.0,2.0,,,,3.0,,12.0,4.0,5.0,,,,,,,3.0,,,2.0,2.0,,2.0,,,,,,,,,,,,,,2.0,
P,67818,        Atribacterota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,
P,67819,        Armatimonadota,18.0,17.0,24.0,49.0,24.0,39.0,42.0,39.0,40.0,81.0,55.0,50.0,26.0,25.0,27.0,6.0,12.0,16.0,53.0,38.0,51.0,41.0,34.0,34.0,27.0,45.0,27.0,5.0,6.0,23.0,27.0,40.0,36.0,35.0,43.0,36.0,26.0,36.0,35.0,25.0,25.0,28.0,26.0
O,68295,            Thermoanaerobacterales,5.0,16.0,4.0,,2.0,17.0,3.0,18.0,,8.0,14.0,20.0,,4.0,8.0,,2.0,,2.0,,,2.0,,14.0,,3.0,18.0,2.0,,7.0,,,,19.0,11.0,,39.0,20.0,15.0,,10.0,6.0,
P,68297,        Dictyoglomota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
K2,68336,          Bacteroidota/Chlorobiota group,111151.0,125036.0,140635.0,155690.0,147405.0,148465.0,92038.0,90865.0,127857.0,119291.0,91323.0,95382.0,139278.0,111597.0,105664.0,132637.0,166909.0,161339.0,185995.0,180078.0,231464.0,119625.0,99891.0,129796.0,86214.0,96115.0,114562.0,1096827.0,1425436.0,1121412.0,510846.0,433675.0,302526.0,215784.0,193805.0,141040.0,116468.0,115539.0,107363.0,102203.0,96821.0,391846.0,285104.0
C,68337,          Deferribacteres,3.0,5.0,,7.0,,13.0,6.0,,,,,,7.0,8.0,6.0,,,,,,,,,4.0,,3.0,,,,,2.0,,,,,,,,,,,2.0,
